price,marketing_spend,num_features,usage,tenure,satisfaction,churn
80.85,7751.15,10,23.13,47,2.38,0
68.21,8284.53,4,81.68,49,3.02,0
142.25,14653.42,13,67.46,53,1.25,0
166.2,14520.79,8,23.31,27,1.62,1
146.59,4013.77,9,33.74,31,1.88,0
129.55,12355.46,2,17.52,44,4.27,0
56.29,3761.4,7,41.38,32,3.94,0
195.27,3989.52,9,24.35,30,1.77,0
169.81,10465.3,9,66.18,18,2.11,0
93.92,6670.02,12,99.48,63,4.78,0
197.0,14041.62,5,6.14,16,1.34,1
140.28,2246.14,1,56.39,35,3.19,0
137.36,8161.36,6,59.5,62,3.09,0
162.21,13859.3,8,91.85,9,3.9,0
171.77,13657.59,1,53.07,62,2.05,0
148.47,3191.41,2,56.65,39,4.74,0
69.21,6132.93,13,49.81,51,2.64,0
100.74,9667.7,13,30.55,10,2.14,0
189.21,3231.53,1,10.32,52,2.35,1
83.69,14552.31,5,43.82,12,2.39,0
105.83,13806.49,2,10.0,62,1.8,0
114.81,3337.3,10,57.3,3,4.71,0
115.91,2696.18,10,34.19,11,1.7,0
141.94,2195.72,14,55.69,8,4.53,0
191.46,13732.21,4,17.76,23,2.62,0
86.1,3710.73,1,93.6,10,2.08,0
68.23,6827.99,7,89.98,18,1.79,0
79.62,7283.92,8,23.05,39,3.02,0
183.04,9386.15,5,37.63,26,3.68,0
146.87,2004.29,2,63.28,11,4.59,0
92.89,4174.62,8,14.09,10,3.61,0
172.39,14040.87,1,38.68,3,2.93,0
179.21,13717.74,7,28.86,62,1.13,0
176.98,11938.07,1,91.97,71,4.66,0
187.84,1271.62,12,85.99,61,4.61,0
87.84,5578.09,6,60.08,4,2.51,0
163.26,9791.42,13,54.43,61,1.12,0
119.08,4852.66,6,93.42,8,3.93,0
176.3,13734.21,5,93.58,13,4.17,0
159.27,9874.45,2,97.09,12,3.17,0
166.47,2006.69,2,16.91,35,2.61,1
148.42,13726.08,9,20.25,54,4.4,0
76.61,14408.73,5,69.29,51,1.77,0
131.75,2087.97,5,56.44,43,2.76,0
197.7,8453.04,7,6.75,66,1.1,0
190.61,5247.1,6,10.89,15,1.66,1
56.48,6499.75,2,89.37,49,4.76,0
74.72,3515.12,11,87.54,34,3.31,0
69.76,9093.01,1,38.94,39,4.22,0
158.9,14411.71,5,89.65,26,2.95,0
172.67,8043.02,4,61.4,69,4.34,0
82.03,2160.8,12,81.56,48,3.16,0
125.88,9680.02,3,45.61,51,1.02,0
176.11,5763.12,2,15.77,4,4.6,0
159.92,12982.95,10,46.2,27,1.59,0
131.34,7085.49,2,48.44,42,2.8,0
138.55,3699.75,14,57.34,56,2.91,0
126.25,3675.48,4,15.03,69,1.19,0
94.63,11762.7,2,99.18,18,1.21,0
134.75,4718.23,4,28.19,61,4.05,0
153.33,11741.27,3,23.86,4,2.2,1
181.0,3882.42,9,55.05,1,2.64,1
145.44,5503.61,7,56.03,50,3.26,0
164.17,7516.82,14,46.78,70,2.49,0
74.01,14204.74,13,78.33,20,4.1,0
119.23,14044.24,11,54.08,20,4.54,0
51.4,3896.21,12,62.92,46,1.24,0
87.0,6015.07,3,73.76,27,3.54,0
158.97,3091.59,13,7.38,26,2.27,0
198.77,8139.79,14,59.21,32,3.33,0
64.88,7448.16,8,89.0,10,2.94,0
110.22,13610.64,9,6.65,12,2.33,0
170.01,14020.08,13,43.49,24,1.38,0
80.61,6369.94,7,92.99,51,3.24,0
133.26,7884.33,6,38.55,38,1.45,0
159.96,13547.31,4,48.58,46,1.62,0
142.4,12293.91,5,98.25,8,4.93,0
78.2,1051.19,8,23.94,55,2.27,0
103.31,5480.83,3,11.2,31,3.34,0
167.57,6904.84,2,86.65,16,2.09,0
133.13,4216.03,3,87.5,20,4.46,0
50.78,3794.0,12,49.85,38,2.13,0
164.15,1528.98,7,53.85,15,2.47,0
55.3,10007.18,8,84.4,34,3.43,0
161.86,4675.14,1,75.16,19,4.48,0
80.37,1732.86,13,30.19,69,4.26,0
193.71,4233.71,7,6.6,63,2.06,0
105.19,12226.8,9,50.57,32,4.32,0
99.04,12920.85,12,86.6,37,3.8,0
72.33,7762.93,13,90.1,66,4.96,0
95.84,6824.99,14,95.84,7,4.74,0
181.5,14689.95,14,88.56,48,3.13,0
199.45,3807.91,3,60.1,11,4.0,0
105.25,4015.03,3,47.24,31,3.28,0
117.29,5086.14,8,78.61,44,3.38,0
158.31,3418.6,4,75.28,45,1.41,0
182.93,6311.12,14,56.12,56,1.01,0
138.96,13751.68,8,13.3,32,1.19,0
108.73,9614.87,5,92.98,21,4.87,0
111.89,6767.25,14,48.28,31,1.51,0
154.34,14081.75,3,39.52,1,1.18,0
50.48,1678.5,4,64.81,11,2.24,0
142.94,3943.87,14,69.01,68,3.35,0
103.32,8922.44,4,25.02,36,4.79,0
169.13,9617.74,8,84.51,59,3.8,0
63.95,1553.81,6,32.54,67,2.11,0
138.23,6642.54,7,22.73,56,4.76,0
122.15,10088.16,9,43.61,51,1.14,0
146.35,10772.99,6,74.4,29,4.92,0
59.73,9933.96,3,96.72,2,1.23,0
137.0,5487.89,13,81.88,6,4.02,0
134.22,2309.28,3,94.33,31,1.18,0
134.1,6979.57,11,18.36,54,4.73,0
140.52,2802.56,3,11.76,40,1.43,0
151.47,14266.73,12,57.98,17,1.2,0
170.75,7652.39,10,32.58,5,4.56,0
90.47,5441.63,2,83.67,2,1.38,0
173.76,11728.26,1,68.84,58,4.19,0
124.74,7971.28,11,97.22,12,3.99,0
61.56,5340.48,10,29.21,5,3.4,0
58.78,12367.55,1,51.15,60,2.51,0
100.14,13140.13,4,52.62,41,4.66,0
167.73,10422.11,3,27.72,20,4.48,0
156.15,1657.5,5,61.06,1,2.7,0
168.29,8928.52,12,47.11,56,1.93,0
127.59,11686.13,9,47.44,70,2.09,0
116.03,2911.04,12,39.46,56,1.88,0
72.12,4201.39,13,6.61,54,3.17,0
99.23,13354.93,8,54.6,11,4.47,0
115.1,1281.7,12,36.85,3,4.09,0
63.29,11538.18,9,5.13,28,4.18,0
83.09,7632.83,13,34.25,5,2.79,0
139.73,7254.81,5,31.47,16,2.29,0
160.35,1099.35,8,42.38,31,4.03,0
199.75,12471.58,4,17.53,28,4.17,0
189.97,6037.55,5,53.23,7,3.78,0
146.38,8570.72,12,70.78,9,1.13,0
113.19,10482.21,3,64.87,39,3.36,0
145.43,10836.81,5,81.36,43,2.39,0
167.85,14383.72,12,47.94,27,1.78,0
67.75,8438.76,3,54.31,33,3.78,0
111.49,6596.07,5,81.99,56,2.07,0
175.97,14351.85,11,45.63,2,4.65,0
107.57,9989.54,14,71.65,14,2.19,0
135.78,5174.1,5,46.29,13,3.22,0
138.17,2770.5,6,44.68,24,4.31,0
77.67,12795.76,9,77.22,69,2.61,0
104.34,6070.54,1,21.61,34,4.31,0
100.18,10246.58,12,37.17,19,3.89,0
53.93,7591.43,10,26.3,30,4.68,0
53.63,3785.02,14,39.12,49,2.3,0
174.75,9423.61,6,26.89,43,1.42,0
90.96,1849.56,1,60.04,16,2.72,0
127.71,6786.79,6,80.83,52,4.14,0
94.81,8652.61,2,79.73,49,2.8,0
191.1,7104.66,8,39.63,11,2.05,0
88.89,11481.41,11,98.93,47,1.11,0
114.45,12590.95,3,61.42,35,2.25,0
180.91,11797.4,10,42.94,71,3.85,0
176.29,1543.38,14,84.38,29,1.59,0
77.92,3717.8,6,74.34,54,2.36,0
170.4,8512.51,6,76.18,23,1.08,0
118.73,14087.51,4,23.63,24,3.89,0
122.45,12689.39,5,49.49,10,4.52,0
70.02,12795.48,2,86.87,61,3.27,0
62.09,5244.91,10,52.88,8,1.1,0
159.19,7012.27,10,69.93,48,1.87,0
124.47,7589.88,8,60.85,29,2.75,0
115.53,3203.2,10,85.02,26,3.35,0
159.43,1434.95,7,32.03,37,2.99,0
164.83,14256.64,10,59.67,52,4.66,0
73.84,4369.98,6,16.71,38,4.75,0
141.53,4359.28,7,70.57,6,1.43,0
70.3,2167.31,12,74.54,8,1.55,0
162.71,13999.11,1,9.07,17,2.43,0
148.54,9116.32,14,69.2,62,2.68,0
193.49,10338.52,14,44.4,34,3.34,0
60.34,13762.08,5,16.79,19,4.09,0
58.56,5838.68,7,44.89,70,1.54,0
92.33,9701.1,1,23.45,37,4.21,0
89.26,1543.19,2,44.48,38,3.44,0
87.05,3614.82,9,41.51,15,4.92,0
185.94,12637.44,12,75.15,40,3.6,0
87.43,11734.76,3,78.55,9,3.86,0
90.79,5909.0,6,62.67,53,1.78,0
163.91,6275.35,7,7.16,70,4.08,0
117.46,8469.76,9,93.45,66,1.32,0
166.51,1003.37,5,70.19,52,3.63,0
59.8,4377.42,4,8.25,1,1.22,0
123.14,3915.25,11,82.79,30,1.46,0
55.04,4506.76,12,24.03,1,1.43,0
59.4,12282.68,2,60.03,39,1.21,0
185.97,4915.43,3,49.33,16,2.28,1
70.89,3681.3,5,44.88,17,4.98,0
129.86,8059.69,11,89.52,22,2.39,0
111.66,13119.03,13,46.55,31,4.04,0
102.1,4378.9,2,12.16,40,1.53,0
184.98,2099.51,13,94.93,27,2.82,0
53.27,5989.67,4,92.45,36,1.74,0
149.57,11467.13,1,70.02,4,1.77,0
194.51,8709.67,4,49.45,69,1.4,0
134.03,12435.11,7,13.82,25,2.73,0
190.52,14434.29,14,80.12,30,1.3,0
57.84,12097.27,12,12.17,47,4.64,0
112.82,9453.24,3,11.52,12,2.79,0
89.02,7906.78,10,56.05,27,4.35,0
159.62,1560.97,8,20.21,45,4.92,0
197.19,14780.51,6,5.73,63,3.71,0
88.48,6368.74,6,45.2,55,4.61,0
148.13,3131.19,14,18.04,30,1.54,0
79.71,10333.92,1,20.25,14,4.32,0
134.8,4980.04,5,12.31,56,2.08,0
119.59,9200.9,3,24.48,19,2.89,0
195.8,9214.75,10,72.97,26,3.59,0
141.28,7240.22,1,81.85,71,4.61,0
102.43,12705.66,8,47.99,38,4.64,0
67.11,4709.54,7,53.12,69,1.37,0
72.69,7280.86,7,8.1,36,2.46,0
83.8,8527.69,12,11.59,18,4.17,0
87.64,10290.75,10,29.47,57,3.81,0
177.59,11975.61,14,56.67,23,1.11,0
134.18,6527.3,10,75.26,14,2.8,0
128.51,10044.66,10,62.48,69,4.32,0
67.22,3108.55,4,42.25,22,3.95,0
179.02,14057.07,13,16.24,28,2.65,0
158.42,6362.82,11,79.17,43,3.94,0
60.15,11213.3,6,39.56,18,3.2,0
156.18,1284.78,13,74.93,36,4.65,0
131.53,3872.62,9,53.73,7,3.35,0
62.26,7819.16,14,75.17,23,2.6,0
118.75,13295.53,3,91.19,34,4.45,0
122.7,8381.57,9,92.5,21,1.2,0
74.87,14018.19,4,55.84,70,4.6,0
191.85,7773.16,5,53.59,47,3.79,0
177.5,7866.29,7,30.24,53,4.76,0
150.35,2676.46,6,93.9,41,2.0,0
119.34,12237.19,10,48.5,32,3.78,0
111.76,4457.52,8,17.12,14,4.24,0
147.65,13594.57,8,46.11,17,3.81,0
131.81,13751.54,8,17.07,25,1.84,0
59.34,14206.34,3,52.74,64,2.1,0
126.88,8283.23,14,58.32,48,3.27,0
170.96,10479.31,10,37.09,35,2.79,0
118.89,11899.22,6,11.81,37,3.94,0
57.79,2834.2,7,94.63,55,2.51,0
167.94,9413.4,9,78.47,17,4.44,0
80.2,1480.17,10,84.69,28,2.73,0
88.79,7965.93,10,39.85,1,1.16,0
74.71,3167.8,14,77.28,53,1.07,0
99.53,3560.92,12,51.11,55,3.59,0
163.51,6110.67,4,24.1,61,3.16,0
127.91,7054.12,5,16.82,13,3.17,0
80.73,9724.41,8,37.78,47,4.16,0
181.67,2042.0,1,18.07,64,2.5,0
181.94,8051.68,12,99.84,32,4.98,0
180.59,3556.75,6,9.67,28,4.78,0
85.82,9035.65,4,46.91,53,1.05,0
117.69,9923.66,5,47.95,31,4.58,0
197.75,8793.93,11,33.56,8,3.72,0
165.8,11336.14,5,59.28,25,3.01,0
54.08,5698.53,2,19.25,33,3.33,0
59.78,11711.49,8,79.47,68,4.37,0
119.59,7058.74,2,36.58,7,4.8,0
186.38,7778.58,4,61.18,66,3.24,0
130.81,10073.43,12,72.99,46,1.73,0
124.67,1257.02,13,89.46,5,3.56,0
65.82,10155.92,5,84.4,17,1.3,0
148.52,9660.19,14,62.79,52,3.54,0
173.32,5337.86,1,41.9,12,4.23,0
107.06,2201.12,6,52.8,62,2.41,0
166.34,2273.1,2,78.03,35,1.28,0
194.67,13925.13,14,88.37,62,3.77,0
80.56,10649.91,5,14.86,21,2.36,0
128.5,2779.44,6,41.56,66,2.0,0
93.07,5994.12,11,78.73,53,3.76,0
168.93,9294.76,8,46.01,21,4.88,0
136.64,12698.0,9,36.56,15,3.98,0
145.19,1611.25,13,44.08,23,2.97,0
169.69,4312.86,12,62.27,31,3.4,0
109.4,13456.49,6,99.98,54,1.57,0
187.26,1128.32,5,51.83,55,4.25,0
129.95,3819.59,12,24.81,26,3.42,0
73.69,14426.34,4,20.47,53,4.86,0
154.38,9587.63,2,9.02,66,4.92,0
168.99,4663.4,2,58.09,39,2.42,0
97.51,1937.88,7,56.73,7,4.95,0
178.58,1394.68,5,24.5,39,4.83,0
185.92,4426.43,7,71.06,32,3.56,0
91.54,13340.8,13,75.41,26,2.33,0
197.53,6822.79,11,29.61,29,4.01,0
71.11,11084.67,1,37.69,25,2.08,0
80.3,13855.99,1,99.09,56,3.52,0
77.63,6712.57,5,40.56,31,1.1,0
184.1,3677.88,2,77.28,66,3.51,0
148.14,8239.65,8,48.01,2,4.81,0
72.82,13713.17,14,80.37,47,1.94,0
116.05,12261.24,3,78.06,29,4.11,0
142.29,1921.62,1,68.44,49,2.17,1
62.52,10696.02,13,86.2,32,3.83,0
182.36,9006.57,2,94.23,30,3.8,0
170.54,13704.48,10,60.1,15,1.74,0
125.78,2714.74,10,27.56,62,3.39,0
195.07,8476.51,7,42.87,17,4.44,0
112.66,13312.48,6,77.04,22,2.53,0
197.62,6740.33,12,66.83,30,3.84,0
150.19,7747.93,8,21.89,16,3.7,0
145.2,1986.45,7,9.87,52,2.03,0
74.89,4894.01,14,69.88,8,4.67,0
182.29,5543.09,10,28.85,64,3.25,0
114.12,14231.71,13,52.47,39,2.42,0
74.34,4957.34,8,75.94,31,1.66,0
51.89,7452.16,3,58.45,12,2.89,0
133.96,10398.26,6,12.91,33,3.92,0
129.11,3270.57,13,22.63,58,3.49,0
157.9,7810.19,7,25.84,12,3.91,0
183.54,11339.55,10,29.5,25,4.17,0
61.91,13135.97,11,58.71,38,2.76,0
159.72,9767.63,1,52.88,48,3.08,0
78.11,10366.75,1,24.3,55,4.95,0
178.73,2767.97,7,11.42,3,4.87,0
172.86,14240.87,13,21.29,69,2.66,0
131.12,2856.04,11,98.52,35,3.74,0
156.54,11845.42,13,49.51,51,2.07,0
97.15,4707.43,3,87.4,27,1.61,0
120.68,14070.3,3,85.63,37,4.07,0
173.25,11079.43,5,53.59,16,2.74,0
118.89,11553.39,11,72.14,25,1.71,0
103.67,4066.83,6,23.31,33,4.04,0
124.13,7202.56,2,70.4,62,4.66,0
174.24,9649.38,3,30.88,17,4.73,0
100.28,11779.63,6,84.05,43,3.39,0
76.06,2455.43,3,12.95,30,2.92,0
156.8,14473.11,14,78.45,41,1.57,0
173.9,13463.09,5,14.49,4,4.17,0
65.1,4784.88,9,88.71,66,4.78,0
85.98,12518.64,12,33.9,60,4.56,0
71.3,8256.53,3,67.17,9,4.01,0
102.19,7465.29,12,51.31,31,1.02,0
117.55,5402.08,11,39.8,69,2.63,0
162.32,9133.56,13,66.32,24,2.64,0
147.67,11218.45,13,95.01,24,4.58,0
143.14,6753.06,6,8.92,45,1.26,1
102.86,9809.07,11,92.29,37,3.12,0
176.22,10790.38,5,62.86,58,1.54,0
120.69,10955.71,5,81.69,23,3.65,0
196.87,1727.53,11,41.47,35,4.17,0
145.12,13036.47,14,49.83,63,3.57,0
68.94,7415.55,14,87.54,6,4.18,0
151.43,4673.83,6,44.41,6,3.43,0
98.77,4384.7,6,55.79,30,1.76,0
152.95,7762.2,1,6.92,1,2.53,0
60.45,13415.64,11,20.07,63,4.83,0
76.23,6296.87,9,65.96,8,2.15,0
178.36,11496.16,5,73.11,28,1.25,0
84.08,2355.46,1,60.35,33,2.54,0
175.56,7664.79,8,18.61,53,2.47,0
91.89,14883.61,7,47.31,38,2.88,0
146.43,11786.13,7,38.73,52,3.24,0
154.12,3947.4,14,52.09,11,4.97,0
126.9,8020.18,5,87.68,2,4.02,0
95.8,4270.75,1,78.71,53,1.14,0
81.9,6733.85,9,12.98,68,3.85,0
54.98,11921.18,11,89.58,7,4.3,0
95.59,11797.15,9,49.82,67,4.58,0
147.97,4193.41,8,75.67,9,2.7,0
190.75,13911.13,5,18.3,63,2.25,0
180.68,9295.95,14,68.72,11,4.36,0
164.91,6318.94,3,27.45,37,4.11,0
168.27,8027.1,8,46.65,14,3.14,0
149.75,9471.0,1,6.6,19,1.47,0
89.04,8838.47,3,19.4,8,3.61,0
186.08,7809.67,12,13.75,7,1.26,1
150.61,8069.06,11,27.78,59,1.4,0
134.07,3469.77,7,14.5,63,2.32,0
66.65,12378.26,14,70.73,7,2.48,0
117.06,8584.64,4,7.76,55,2.85,0
119.05,2835.12,7,63.69,3,2.36,0
179.68,11726.2,12,18.37,67,1.14,0
132.0,14054.22,11,94.79,18,1.63,0
107.06,14262.3,13,93.64,45,1.46,0
196.52,6166.25,14,26.42,36,2.72,0
66.61,2897.24,5,63.37,16,1.85,0
113.38,8257.59,6,7.66,29,2.17,0
56.3,2576.53,14,93.52,59,2.89,0
160.99,14075.82,7,54.68,18,1.94,0
187.71,3570.11,13,9.11,49,1.98,1
92.01,4538.72,10,37.54,46,4.33,0
178.75,6692.91,12,12.3,29,3.19,0
93.83,6364.3,7,42.33,70,4.43,0
186.62,12125.28,7,68.64,50,3.06,0
163.09,7388.44,7,49.64,55,4.64,0
170.74,3390.76,11,41.45,27,2.02,0
52.7,4740.94,13,16.32,7,3.47,0
194.42,8127.59,13,28.27,41,3.01,0
159.0,3064.35,7,14.51,11,4.67,0
95.71,9563.18,3,81.71,5,2.67,0
174.41,8920.46,12,17.85,66,4.42,0
92.23,11005.83,3,61.56,56,3.26,0
180.91,14127.86,7,37.56,12,3.83,1
66.89,13771.56,14,26.47,42,4.55,0
155.55,14245.06,2,65.75,10,4.99,0
131.1,4426.02,14,48.42,28,3.92,0
64.48,2841.91,2,43.01,7,2.26,0
86.28,5231.87,3,61.32,14,2.2,0
51.86,13531.19,14,51.67,69,2.24,0
120.32,14608.75,4,33.83,61,1.39,0
95.19,13030.55,6,58.11,51,1.21,0
139.75,2540.25,13,68.6,42,3.32,0
94.59,14263.99,8,7.54,8,4.24,0
94.99,6927.01,10,49.26,50,1.14,0
161.48,1130.34,10,10.48,1,3.27,1
57.22,7193.51,7,22.71,69,2.49,0
185.43,1644.97,4,58.25,11,4.57,0
177.84,8614.29,2,87.29,48,1.58,0
150.17,5739.76,2,88.87,10,3.25,0
138.98,7628.09,4,11.64,15,4.88,0
183.85,9584.39,6,44.81,47,2.38,1
77.8,13163.22,3,60.39,25,3.97,0
61.85,10266.62,6,18.97,6,4.53,0
85.93,7076.68,5,77.72,11,1.74,0
169.19,12471.99,5,75.7,17,4.97,0
55.2,13678.15,2,90.82,15,4.24,0
137.42,2676.64,8,5.81,16,1.55,0
199.32,8447.06,5,25.59,56,2.24,0
178.35,4983.17,11,83.58,66,3.5,0
128.22,1658.86,2,68.71,36,4.54,0
59.55,10359.65,7,89.97,38,1.78,0
174.71,13078.79,13,10.43,3,3.92,0
139.85,3280.64,9,61.71,18,2.08,0
67.24,12373.79,9,59.06,54,4.22,0
64.08,12947.54,1,8.39,17,3.73,0
186.44,13800.77,7,53.78,13,3.09,0
150.38,4713.99,9,62.9,63,3.6,0
174.39,13655.34,6,23.17,14,4.51,0
181.85,5489.28,1,30.97,59,2.55,0
135.77,8732.73,2,65.83,36,4.08,0
127.62,1707.1,4,49.49,18,1.64,0
114.56,1614.34,14,86.51,5,3.8,0
97.54,11085.22,4,37.53,14,4.0,0
115.19,7222.72,2,30.33,25,2.77,0
166.08,4588.09,8,98.56,44,4.17,0
140.29,3665.79,2,91.56,39,3.23,0
183.88,10379.35,3,7.75,12,4.75,0
116.51,1005.62,14,78.22,61,1.45,0
141.06,12282.48,4,15.48,62,1.52,0
144.7,2109.49,9,7.61,53,4.37,0
138.75,3680.85,10,31.0,53,4.37,0
155.4,6407.31,1,30.59,28,2.88,1
85.62,7788.02,8,82.84,35,4.86,0
126.85,5969.93,12,72.51,65,3.72,0
65.63,5489.97,14,98.25,3,4.93,0
107.68,14494.82,5,72.59,43,3.13,0
123.15,9982.12,7,44.73,50,1.81,0
147.83,1328.06,8,71.4,71,2.78,0
192.58,7022.46,5,99.95,9,4.92,0
140.1,13250.12,8,72.46,36,2.48,0
161.54,5220.39,10,77.36,23,4.83,0
125.94,2323.79,11,94.14,50,4.19,0
145.12,11617.39,8,15.8,55,2.77,0
60.64,9484.19,9,71.95,12,3.17,0
88.16,8984.38,2,85.83,32,3.43,0
104.28,1750.07,3,95.67,24,3.66,0
120.87,2966.99,1,25.04,67,1.31,0
56.85,9715.69,4,52.87,27,4.73,0
71.0,3909.53,5,69.65,61,3.39,0
91.52,8056.98,11,28.51,19,4.72,0
195.73,8628.34,1,62.04,51,3.53,0
99.7,4969.1,8,29.47,64,2.72,0
122.31,14277.95,2,36.68,2,3.27,0
79.41,12794.5,1,46.94,36,4.32,0
141.62,11113.23,2,55.27,11,2.3,0
92.1,2091.91,13,47.69,68,4.83,0
81.05,2485.82,5,51.85,68,2.86,0
127.49,7898.94,9,33.37,64,4.82,0
50.83,3249.99,9,20.1,1,4.52,0
51.15,14695.72,2,9.5,26,4.07,0
82.86,3219.28,2,23.62,11,2.87,0
55.51,7824.55,3,60.28,2,3.35,0
66.2,6097.69,7,79.68,40,4.35,0
100.83,9951.41,11,21.08,4,3.18,0
170.39,2806.51,3,15.31,37,3.95,1
135.81,7024.43,1,76.18,61,4.16,0
126.9,4845.87,14,33.99,5,3.05,0
94.02,13428.52,14,95.39,15,3.14,0
189.76,1568.2,14,72.86,67,1.79,0
109.55,13792.18,6,36.04,26,1.98,0
63.06,12661.92,3,32.51,6,4.62,0
142.56,5165.99,1,54.75,44,4.36,0
67.08,12050.07,14,12.52,58,1.04,0
101.78,1436.99,13,16.18,46,4.48,0
126.11,14536.12,4,21.71,42,1.1,0
181.13,8372.33,13,78.6,48,2.83,0
124.03,5245.93,1,53.82,27,1.27,0
155.34,6076.16,1,6.0,20,4.88,0
198.92,1929.67,12,68.98,70,4.89,0
69.72,14850.89,2,45.25,35,3.44,0
91.21,1550.09,10,53.53,48,2.57,0
109.19,10168.7,8,25.34,67,3.05,0
113.27,7198.3,2,57.42,68,4.05,0
111.65,14284.83,11,98.02,52,1.89,0
186.14,4444.0,2,11.98,68,2.77,0
157.1,8449.22,11,31.97,4,3.95,0
141.19,7752.99,11,28.08,39,2.58,0
96.41,10840.13,10,28.61,21,1.13,0
173.57,1952.14,10,40.98,66,3.03,0
193.26,3713.05,8,82.72,16,3.95,0
173.18,4003.91,12,91.72,7,4.91,0
50.23,11334.11,6,24.21,9,1.15,0
145.46,3647.94,12,56.58,17,3.16,0
57.67,9028.88,11,65.51,12,2.8,0
88.64,4013.41,4,54.57,57,1.97,0
58.93,13062.75,3,46.24,45,3.55,0
140.57,14190.6,1,23.24,11,1.65,0
152.99,8258.9,11,51.38,13,2.14,0
67.17,5932.32,3,43.12,31,4.13,0
107.58,4276.81,12,80.58,26,2.84,0
118.44,1696.93,14,77.54,63,4.97,0
105.36,4759.0,9,17.73,31,2.55,0
68.15,10159.3,5,13.41,22,2.85,0
112.84,8470.64,13,91.27,6,2.2,0
162.68,14216.58,6,55.87,20,1.95,0
60.65,6547.88,5,86.49,10,4.69,0
62.03,10714.09,1,10.52,35,4.0,0
103.22,7850.52,10,55.02,26,2.33,0
191.26,8176.07,1,56.25,71,3.8,0
150.29,4748.84,4,86.77,37,4.86,0
151.8,7369.31,3,14.27,8,1.3,1
104.29,7590.99,11,27.84,5,2.06,0
139.05,10893.0,8,43.62,44,1.8,0
51.52,14168.96,12,87.25,67,4.48,0
145.41,5610.5,12,94.19,49,1.72,0
186.99,1590.81,7,99.31,36,2.23,0
141.89,7948.13,11,96.12,26,3.18,0
181.05,8622.46,7,5.56,45,3.48,0
158.6,3358.17,8,9.53,61,4.23,0
68.08,11646.5,14,19.02,44,2.63,0
185.37,14789.01,10,38.14,4,3.14,0
59.97,14240.85,7,83.84,58,4.86,0
130.1,3759.48,10,89.8,26,2.19,0
71.32,13255.09,2,22.75,29,1.99,0
51.76,10862.91,4,63.87,9,3.84,0
113.31,7353.85,11,92.15,36,4.08,0
94.26,8568.55,6,49.05,4,2.66,0
122.9,12894.4,3,14.84,59,1.85,0
136.58,7721.89,3,48.49,37,4.12,0
56.56,6224.9,6,40.7,13,3.68,0
68.45,7905.46,1,59.88,20,4.5,0
133.8,9107.82,14,46.67,17,4.38,0
101.48,3647.09,1,6.65,51,1.82,0
159.38,13612.71,5,99.43,55,4.33,0
147.84,10438.62,1,56.64,33,1.7,0
176.84,9865.76,10,49.99,21,4.45,0
153.87,2392.95,8,95.69,22,4.08,0
114.49,9458.44,2,19.81,25,3.28,0
150.94,2693.45,6,22.98,67,3.57,0
91.31,2101.77,10,81.76,12,1.42,0
95.95,8382.35,10,29.78,15,1.16,0
168.35,6639.0,5,80.93,2,2.32,0
116.96,9243.34,10,30.8,4,4.29,0
169.76,2249.11,12,8.15,45,2.86,0
173.36,7033.76,12,54.12,13,1.89,0
178.63,3447.01,4,23.69,55,4.34,0
187.5,14819.4,1,77.0,32,1.91,0
114.65,8856.1,14,65.91,22,4.26,0
97.83,10624.12,14,92.74,55,2.81,0
137.33,5555.86,3,79.38,17,2.85,0
105.68,2326.34,13,22.17,70,2.09,0
140.16,14662.19,12,81.02,51,4.6,0
155.84,5007.63,4,65.97,8,1.36,1
153.26,6933.31,2,68.55,61,1.58,0
106.18,10098.09,12,84.06,10,3.54,0
75.03,1345.76,2,59.51,19,4.4,0
114.58,12343.63,2,49.27,14,1.38,0
71.39,8512.09,11,65.48,67,3.94,0
183.51,4895.04,1,33.31,55,3.97,0
101.88,1862.51,10,22.35,61,3.33,0
73.17,3274.98,2,63.58,56,2.95,0
53.82,13530.47,6,27.22,63,2.28,0
146.87,10604.34,3,12.59,11,2.41,0
145.54,4498.62,10,5.05,47,3.7,0
101.09,1918.41,5,62.79,6,1.26,0
60.76,10668.61,1,39.4,34,3.34,0
111.44,9013.71,8,76.47,65,2.11,0
96.68,6663.27,13,40.64,64,2.87,0
151.57,6090.56,4,51.17,66,3.24,0
140.87,4035.4,9,43.67,31,4.54,0
104.69,10374.56,4,66.8,62,3.32,0
82.68,14589.35,14,38.83,54,1.91,0
198.21,3460.01,2,96.56,8,1.32,0
118.1,9359.63,3,93.93,42,3.51,0
153.24,6938.59,5,85.56,41,3.18,0
71.08,7253.64,12,92.43,59,3.69,0
122.84,4558.06,10,47.67,40,2.84,0
54.13,12551.89,13,55.96,22,4.3,0
125.82,7793.58,13,75.5,24,4.68,0
194.6,8607.68,14,71.13,38,1.16,1
107.63,5266.65,6,89.61,2,3.98,0
55.85,3545.32,7,73.05,41,1.14,0
54.64,2202.75,4,99.8,19,2.78,0
108.2,10997.67,7,38.11,2,2.85,0
74.0,3747.28,10,84.13,62,3.78,0
53.5,10661.05,3,71.28,16,2.41,0
163.43,6465.27,7,70.68,22,4.28,0
118.78,6820.85,4,35.95,14,2.37,0
93.39,7568.48,13,79.63,56,2.37,0
185.01,6147.92,13,90.54,65,1.89,0
67.42,2408.68,8,25.76,45,3.74,0
