marketing_spend,impressions,clicks,price,conversion_rate
16908.23,41100,1538,41.83,0.0537
9690.1,20704,1534,114.38,0.0358
19592.55,53338,1002,110.36,0.0528
12865.77,32403,1273,82.82,0.0421
2962.16,11749,401,177.97,0.0146
13685.46,22442,1007,58.97,0.0429
6839.53,12690,533,89.92,0.0314
13883.38,22659,1050,161.61,0.0359
1858.0,5694,113,35.17,0.0285
3910.19,6398,294,144.4,0.0215
17186.88,61720,1665,168.79,0.0313
4930.0,13705,314,188.49,0.0219
16822.3,47397,689,178.97,0.0382
5945.88,17267,1094,84.3,0.0355
13036.2,25121,1003,129.68,0.0366
14035.94,27991,1508,43.14,0.038
10496.77,24112,1469,73.84,0.0366
6453.56,19256,1108,46.02,0.0341
4646.57,9411,404,83.58,0.0323
1147.19,2054,76,178.78,0.0035
6426.95,25228,916,89.02,0.0309
13236.67,20582,1128,125.52,0.0399
18796.94,65916,2942,103.67,0.0445
17488.49,60687,4214,108.02,0.0458
15438.26,34629,2467,194.83,0.0305
15874.72,29195,641,80.35,0.0421
13467.21,25104,490,136.65,0.0345
5575.59,18085,979,101.41,0.0247
18190.3,56518,1757,40.39,0.0567
13579.28,46942,530,113.19,0.0354
11428.59,43928,3172,168.27,0.0258
2664.29,8605,223,46.79,0.0382
9217.58,17418,1307,41.83,0.0444
9476.99,19983,1203,56.12,0.0293
17358.99,62588,3967,159.95,0.0362
11159.64,22579,544,153.08,0.0326
7917.81,13312,351,126.05,0.0309
19547.61,63690,2961,109.6,0.0409
2659.05,6664,147,181.02,0.0217
8739.69,33212,1042,160.34,0.0312
1319.48,4124,134,168.03,0.0176
14928.13,25767,546,168.25,0.0424
18402.49,71211,1735,139.26,0.0459
5960.73,12794,834,107.86,0.0304
17237.66,40388,877,177.0,0.0459
6198.26,15531,186,187.42,0.0261
18260.02,29728,1607,34.05,0.0498
15202.26,41674,3264,38.76,0.0521
16195.68,29287,972,192.99,0.0317
851.13,2130,39,77.12,0.0261
19274.8,45812,2287,178.47,0.0434
14670.08,50349,3698,96.1,0.0355
6442.65,22600,1466,50.25,0.034
16673.2,31405,1683,43.68,0.052
5989.66,14473,464,56.61,0.0311
17518.7,42630,2043,72.48,0.0506
2695.32,5063,83,113.05,0.0268
14221.88,49722,2860,149.25,0.0363
11043.62,36091,2193,197.69,0.0279
2382.42,4708,365,105.06,0.03
5216.93,12608,356,118.09,0.0284
741.88,1309,15,118.71,0.0202
9640.98,29603,1427,121.7,0.0275
6374.67,11496,684,118.02,0.0311
12167.97,48244,3152,31.49,0.0468
6296.14,21732,512,30.29,0.0428
6348.42,15716,445,46.6,0.0351
14992.27,44173,2027,47.26,0.0387
1438.79,5436,180,149.83,0.0087
18106.45,52242,3669,64.84,0.0544
17119.15,33147,1431,182.1,0.0346
13522.19,33086,2183,187.86,0.0337
12067.82,43539,2205,195.9,0.0291
17899.9,55678,3570,189.64,0.0371
4113.94,12864,428,76.22,0.0281
2039.9,7480,510,116.66,0.0171
5170.45,19311,564,59.83,0.0317
15994.28,60770,2931,167.06,0.0344
1176.07,2043,51,181.03,0.0118
11864.73,33937,1469,174.72,0.0287
19911.03,66727,2153,103.67,0.0484
17186.07,58301,1671,158.97,0.0445
10668.19,32184,2500,46.59,0.0407
1741.0,3337,71,36.84,0.034
16711.78,58383,3802,158.05,0.047
12180.08,40198,3171,102.31,0.0423
2741.19,4702,54,199.24,0.0169
2330.22,6197,365,46.53,0.0305
18237.72,35289,978,175.46,0.0441
13549.41,31756,408,111.6,0.0396
16671.09,25760,984,170.62,0.0429
17640.09,44115,3329,168.91,0.0426
11649.56,33489,362,185.72,0.0271
10590.2,32289,1652,80.63,0.0423
8893.33,28092,1267,191.47,0.0247
6680.46,23988,1706,55.78,0.0339
8974.62,18296,291,43.93,0.0367
15590.65,28082,1621,103.37,0.0439
12237.51,44408,2558,170.81,0.0363
17904.2,33866,1925,110.48,0.0503
9145.91,36007,2735,170.98,0.0284
12338.25,44496,3009,154.05,0.0361
12810.5,35257,456,65.6,0.049
12038.09,47593,2045,191.31,0.0282
14201.36,24759,937,40.33,0.0417
5129.95,11582,367,182.71,0.0259
10491.09,32476,1351,81.76,0.0349
2532.38,6014,222,115.03,0.0188
7997.97,30560,1230,101.8,0.0228
10009.51,16656,1308,59.21,0.0419
13218.37,37983,615,90.88,0.0326
19035.36,56671,4225,62.8,0.0485
12212.7,38248,1668,64.66,0.0448
15000.08,32088,1722,61.8,0.0499
10372.19,25012,1704,113.13,0.031
12865.03,46432,1636,165.65,0.0321
1883.18,3743,150,126.72,0.0158
5460.64,19479,753,181.85,0.0173
7556.14,21963,796,138.21,0.0288
9713.62,33079,2474,147.19,0.0273
1390.15,4565,311,143.49,0.0165
3230.47,6522,115,106.41,0.0169
5897.88,17234,303,147.19,0.0298
19444.89,71349,2850,41.85,0.0575
6961.27,17962,304,176.17,0.0268
9899.8,38772,2068,162.23,0.0351
4323.91,11374,228,71.69,0.0252
12410.21,23045,1073,160.57,0.0308
5973.32,14776,155,32.15,0.0263
4536.36,17598,566,66.93,0.0458
10573.17,24311,1396,41.07,0.041
607.36,2229,98,162.64,0.0198
649.45,2405,189,158.5,0.0089
4771.84,11335,807,168.32,0.0253
1216.07,2077,73,30.76,0.038
2606.5,8631,114,115.21,0.0221
7107.78,16197,1121,149.82,0.0206
16150.42,55837,4120,56.42,0.0479
11654.95,30380,2049,140.46,0.0223
10497.02,28480,540,44.3,0.0411
6223.03,21437,1712,60.83,0.0374
18669.2,45850,1288,110.89,0.0467
8241.79,21493,1305,141.11,0.0268
2198.31,5365,395,54.8,0.0305
12532.8,30309,803,61.49,0.0457
2719.85,7656,563,64.76,0.0193
7231.85,25471,806,70.58,0.0342
10394.53,24993,1958,68.51,0.0509
17547.34,49319,1464,97.18,0.0399
10124.16,32163,2468,141.14,0.0306
14194.05,30852,424,104.47,0.0506
19859.93,43569,2599,161.92,0.0491
3064.04,11746,555,152.28,0.0168
5857.26,19381,842,51.51,0.0347
8194.23,24115,618,38.3,0.0385
8725.65,27218,1617,179.25,0.0214
8514.91,13396,313,43.57,0.038
18198.41,55419,2699,55.22,0.0504
14423.64,40008,1109,33.76,0.0488
12354.15,35387,2721,136.82,0.0311
6532.77,15669,188,129.0,0.0205
16563.91,28220,677,197.77,0.0349
19123.68,37929,1023,180.78,0.0492
16513.37,64020,2496,99.84,0.0452
530.52,1338,35,93.17,0.0198
12909.83,34427,1528,80.46,0.0451
1497.14,2443,174,55.91,0.0259
5523.34,8804,527,53.47,0.0423
1660.73,5469,277,52.49,0.0272
12274.01,34922,567,49.4,0.047
13888.5,38496,2255,70.89,0.04
2732.51,5760,125,82.13,0.0284
7984.86,26844,1746,193.47,0.024
9396.61,18047,496,128.34,0.031
7696.53,15199,596,197.89,0.0192
2859.99,7584,262,93.32,0.0218
8669.48,19209,1347,107.8,0.0336
15147.97,32093,605,85.18,0.0473
1884.65,5867,291,61.09,0.0261
2063.51,6453,129,54.34,0.0291
7418.04,26418,1568,190.66,0.0219
18863.65,47994,3521,197.76,0.039
13537.17,22779,921,37.63,0.0455
13734.06,29997,1325,55.56,0.0451
7557.44,29852,2236,102.0,0.0446
12076.39,36116,1678,61.68,0.0435
697.56,2284,101,91.86,0.0251
12903.87,19593,989,51.95,0.0464
18309.1,51183,2981,107.61,0.0454
12445.18,19835,347,76.19,0.0475
17537.12,51262,3459,89.82,0.0459
14617.47,55575,2250,46.03,0.0526
2850.89,11178,168,102.78,0.0223
18097.84,51604,3356,197.15,0.0326
1795.65,4750,173,85.9,0.0259
10912.37,42149,718,178.99,0.0229
3271.67,10417,566,173.34,0.0203
728.28,1211,87,191.85,0.0059
8729.67,23259,1678,164.32,0.0251
6253.29,13136,1012,142.13,0.018
9977.01,26684,1888,175.62,0.0415
11755.4,31019,315,42.86,0.0351
1352.91,3998,146,108.68,0.0212
2898.56,6933,467,198.17,0.0202
11393.53,21769,776,160.83,0.0362
7191.76,19844,1034,193.55,0.0257
14718.88,52627,2760,162.54,0.0342
13219.69,41775,1485,178.73,0.0387
16989.29,39855,2922,150.11,0.045
14003.61,53757,2431,159.29,0.0361
8883.66,33585,1429,118.94,0.0326
13622.85,27564,2200,187.12,0.0302
5869.93,9383,418,170.26,0.0172
6473.11,21706,488,173.46,0.0285
15885.21,56695,2603,144.41,0.0459
9205.18,36081,2417,81.78,0.0312
16068.42,59848,3853,36.06,0.0497
16537.24,49634,3236,189.06,0.0352
17222.47,48656,2898,129.64,0.0427
18374.39,28840,802,80.68,0.0498
8904.21,18847,1326,55.35,0.0426
6717.9,17796,1291,171.02,0.0192
11852.88,36403,859,172.21,0.0263
7737.86,22387,428,168.47,0.0309
12220.95,41021,3212,139.66,0.0321
14258.92,31361,2220,92.22,0.0359
13923.9,40552,2941,81.69,0.0403
7803.78,13425,967,31.45,0.0369
3753.77,9513,456,171.71,0.0262
8895.32,30025,1659,44.86,0.0435
3280.59,10608,511,137.23,0.0269
17856.89,71010,965,115.69,0.0493
7244.61,15900,989,119.54,0.0336
3511.97,9642,437,187.54,0.0131
996.23,2315,128,35.37,0.027
13093.54,34063,1539,161.48,0.0285
12919.6,47058,2091,38.85,0.0444
7141.78,22929,505,36.49,0.0405
1898.38,7036,208,103.07,0.0232
8487.76,17050,360,40.72,0.0452
6568.74,24195,573,164.15,0.0177
13703.85,22603,1766,120.03,0.0411
12312.7,45822,949,34.94,0.0387
7609.58,17675,510,36.89,0.0382
4748.9,10858,557,134.15,0.0274
19766.7,54956,2897,167.04,0.0419
9353.03,36025,749,104.43,0.0363
13921.35,22545,1478,124.28,0.0337
3240.78,7715,501,165.97,0.0099
9969.0,36301,966,133.79,0.0344
1036.97,2582,78,68.21,0.0335
10356.37,20691,1565,134.22,0.0271
19298.34,49442,3352,136.81,0.0514
7992.03,19691,1159,154.8,0.0267
1260.42,4775,75,135.55,0.0117
1103.64,3758,148,194.77,0.0065
8065.74,22284,1095,63.54,0.0358
3620.49,14377,332,191.69,0.0142
955.37,2544,105,121.52,0.0127
15246.17,25089,1306,144.23,0.03
9441.2,20352,670,46.91,0.0352
6140.27,15904,1028,94.7,0.0307
18051.62,34158,2351,160.79,0.041
2764.71,10696,349,150.17,0.0166
19140.42,65405,4494,36.82,0.056
6622.35,14375,248,122.92,0.0328
17823.87,53062,3642,45.01,0.0542
12257.39,40494,838,199.3,0.0278
16620.79,64043,1012,182.54,0.0413
19688.26,72927,4005,33.58,0.0514
6123.91,17073,735,175.97,0.0205
19242.14,66128,4864,186.3,0.0392
8094.9,23519,833,90.1,0.0269
8017.48,23104,695,152.32,0.0247
7137.55,12754,575,105.16,0.0198
11057.45,20073,841,141.39,0.042
3505.83,9900,338,87.85,0.0218
11297.37,24540,1437,84.84,0.0464
11063.24,17177,1085,102.15,0.0366
15357.09,50787,3540,54.75,0.0504
16756.17,26495,2069,171.29,0.0356
9088.61,27159,779,89.28,0.0357
6395.5,18214,1095,98.03,0.033
5557.03,21795,819,181.99,0.0235
4295.16,11642,668,114.43,0.0289
1624.13,2694,117,122.52,0.0183
7177.74,20666,1644,192.6,0.0191
5769.83,20787,1269,180.74,0.0126
19345.14,77228,5921,58.81,0.0558
11375.32,29301,2006,110.45,0.0414
7271.9,16731,1225,195.12,0.0295
11819.12,44518,2983,93.3,0.0399
3214.34,6358,268,93.17,0.0217
9158.85,27830,769,63.16,0.0289
12711.57,31961,1148,49.43,0.0493
10033.51,16081,184,155.85,0.0205
8334.69,19738,921,160.91,0.0247
19880.04,43002,1950,194.73,0.0392
17666.14,56801,2656,161.48,0.04
12656.42,49005,3831,71.37,0.042
11602.86,25180,1858,36.82,0.0444
12602.88,44471,948,197.52,0.0171
4425.59,7251,260,87.88,0.0279
8205.19,23346,926,83.04,0.0229
1269.46,2128,75,184.01,0.0172
9773.15,37481,2470,129.47,0.0289
11088.98,37879,1768,66.53,0.0292
4941.12,15539,778,181.15,0.0152
19298.56,68698,4789,198.87,0.0362
18234.36,56869,3777,44.74,0.0588
14581.79,57195,1101,176.58,0.0352
10901.04,35809,2148,96.39,0.0384
17464.4,66568,2695,119.09,0.0502
3047.72,8512,261,185.52,0.0155
15914.94,28530,385,195.47,0.0381
2934.01,8275,365,74.57,0.0304
15987.11,29051,1013,66.18,0.0409
5877.47,17522,484,43.69,0.0418
17603.27,47639,2793,125.51,0.0368
18908.82,57794,3691,32.31,0.0597
3401.52,5188,141,100.02,0.0175
9522.17,18922,255,42.48,0.043
19629.25,53555,3717,98.89,0.0589
9926.45,38477,412,36.79,0.0401
17339.18,42637,3223,171.99,0.0375
11980.26,30681,1655,65.66,0.0445
7818.93,25699,836,85.81,0.0315
6072.78,18276,498,177.91,0.0304
4462.85,10029,107,156.87,0.022
15355.06,38803,1028,67.24,0.0447
8037.54,16431,323,42.22,0.0351
10469.87,40990,2166,151.66,0.0259
10100.35,18449,400,96.42,0.0324
11756.94,28565,1343,160.23,0.0299
17378.75,27191,1395,105.7,0.0431
19624.42,40317,1244,88.82,0.0473
8447.89,29155,363,106.7,0.0425
16636.62,33322,420,157.26,0.0341
15408.29,26197,310,183.38,0.0355
11683.81,31384,1938,38.46,0.0466
19142.92,29191,942,119.1,0.05
4409.25,7548,496,35.58,0.0328
2630.65,9257,372,109.63,0.0218
17152.26,58810,2453,180.5,0.0399
9063.42,34331,1576,91.47,0.0358
17015.89,61875,3707,188.52,0.0354
17915.26,57471,1675,137.2,0.0353
1717.92,2802,52,188.81,0.0114
17727.56,61286,2998,158.72,0.035
9242.22,33399,1098,47.58,0.0358
10453.43,36563,1498,69.3,0.0389
12718.55,35246,1949,97.01,0.0412
18564.46,38656,1724,58.92,0.0609
872.76,3154,168,114.13,0.0172
9798.45,32510,1564,110.13,0.0376
13910.58,54973,3397,192.56,0.0331
14592.79,27569,1638,103.73,0.048
14004.38,28907,1370,163.56,0.0375
3121.49,6335,364,190.12,0.0106
6338.21,22066,1570,179.09,0.013
7494.95,14745,594,65.47,0.0363
16186.53,26977,1049,114.33,0.0402
5935.82,23722,1506,89.12,0.0251
4608.75,7199,366,97.98,0.0208
19170.24,68785,1030,91.34,0.0504
672.83,1624,118,170.48,0.0215
19957.51,71928,874,106.86,0.0472
13698.02,39540,2467,119.03,0.0416
16655.15,62525,3946,197.02,0.0348
6245.08,23828,1828,40.2,0.0289
779.15,1186,16,112.95,0.0235
14888.46,25140,1302,161.59,0.0307
16765.82,35642,1424,55.7,0.0497
14939.28,47407,1571,133.96,0.0373
3285.58,12225,200,70.71,0.0323
15191.84,40256,1988,177.46,0.0298
15493.99,46752,2035,85.61,0.0466
13341.54,26300,455,85.94,0.0372
15439.26,54229,2867,131.69,0.0374
16995.47,66594,4106,61.21,0.0312
12465.28,27068,1725,78.43,0.0513
2227.79,6098,447,100.83,0.026
10008.74,17168,664,90.12,0.0322
2014.16,5837,448,119.23,0.0155
8447.09,23288,1644,131.94,0.027
8438.58,15705,483,126.33,0.0336
1787.19,4656,98,141.21,0.0091
7302.0,17052,690,82.32,0.032
2664.46,7473,285,51.49,0.0377
16260.59,48199,2424,159.34,0.0328
18979.92,28873,1468,174.63,0.0414
1910.17,6499,406,73.69,0.0365
19124.75,62778,2868,99.21,0.0519
10690.24,25825,448,114.76,0.0352
6341.53,10352,725,120.67,0.03
1998.81,6771,215,142.11,0.0168
10262.17,39899,3112,37.07,0.0482
15993.05,33591,613,152.65,0.0367
14288.19,32989,2543,40.54,0.0376
1479.41,2899,47,109.61,0.0193
1921.59,5654,148,170.7,0.011
8356.03,15769,209,106.71,0.0305
6258.16,14960,888,55.35,0.0326
5031.49,16315,1134,197.46,0.0238
5979.59,17343,700,181.18,0.0243
16167.91,39873,2990,161.12,0.0395
18619.95,47492,2437,99.96,0.0479
8399.5,24403,1320,61.25,0.0312
18169.16,27520,1904,190.04,0.0273
6769.17,11482,353,120.5,0.0287
9790.52,36256,1262,174.9,0.0312
4907.57,8317,611,88.16,0.028
12989.28,42436,3101,87.0,0.0381
19590.13,74444,5833,197.54,0.042
12268.12,26704,1953,118.71,0.0361
7477.37,18142,343,53.92,0.0443
13132.44,38377,2597,67.34,0.0491
2896.95,10731,415,111.93,0.0279
17828.85,68726,5454,37.22,0.0568
10310.14,34528,1487,108.63,0.0282
9262.32,15899,775,101.22,0.0371
11924.36,37835,1781,162.49,0.0335
12683.29,32035,1042,90.34,0.043
1899.63,5085,78,197.03,0.0156
13811.04,22414,1629,60.73,0.0469
5217.67,10319,683,130.47,0.0383
14422.08,50135,991,45.25,0.0467
16539.43,43580,2805,154.76,0.044
16177.19,36466,1962,199.11,0.032
11273.77,27734,1072,169.25,0.0339
10643.31,38699,1075,124.47,0.0382
3286.08,11082,778,112.41,0.0255
15619.25,34062,2010,171.96,0.0446
5792.48,10390,502,189.12,0.0154
10185.56,21695,1143,198.17,0.023
6043.34,22976,376,97.41,0.0304
3109.65,9186,397,198.46,0.0192
12776.38,36204,853,56.51,0.0444
1559.47,4664,115,73.1,0.0315
15098.58,36464,2053,45.13,0.0448
6692.94,23544,1737,76.2,0.0267
502.63,1411,54,160.55,0.0162
10467.02,18756,460,175.0,0.0278
1413.61,2577,143,162.41,0.0186
5885.31,16727,1187,137.28,0.025
14286.04,54879,3423,117.37,0.038
1722.45,3911,277,150.48,0.0172
16867.1,61967,2947,96.44,0.0458
574.49,1959,123,173.02,0.012
5313.07,11261,223,145.12,0.0224
14947.63,23779,818,148.63,0.0355
6667.27,11699,436,121.11,0.0322
2486.9,8260,378,180.49,0.0167
7524.56,15043,1129,72.84,0.0453
5772.67,14017,998,94.8,0.03
16932.88,46637,906,162.2,0.0364
6610.28,21904,484,113.77,0.0419
15884.18,28323,992,181.17,0.0378
17891.51,45014,1366,88.89,0.0529
8959.44,24304,1289,92.79,0.0371
18243.89,52033,3809,181.09,0.0424
7857.7,27863,2155,108.94,0.0336
19299.53,37233,2076,117.74,0.0417
2241.15,7888,542,86.57,0.0265
13896.88,44917,2101,77.03,0.0365
10129.37,29271,720,141.51,0.0302
8059.15,26183,1223,50.37,0.0334
12837.88,32480,1587,179.48,0.0331
14225.21,26260,1627,162.46,0.0368
585.08,1851,47,62.43,0.027
3755.59,10560,378,147.98,0.0223
14404.4,44631,1584,132.45,0.0353
13494.52,31645,2442,61.37,0.0428
19337.93,72849,2992,76.44,0.056
15340.24,45536,2862,99.53,0.0484
19040.07,32625,2041,148.87,0.0379
14199.54,37267,1065,138.58,0.0298
6312.02,21403,1071,120.48,0.0238
2554.62,8904,646,160.63,0.023
15745.57,43088,1864,158.85,0.0438
13060.91,48807,3717,135.04,0.0315
1439.63,3123,78,163.79,0.0173
7520.98,19002,289,86.82,0.0418
19157.6,71774,5197,179.81,0.0428
10257.82,38371,2661,134.53,0.039
8938.22,28730,2283,169.8,0.0314
9425.14,34378,1979,122.87,0.0273
4573.21,7875,595,67.13,0.0292
7689.79,28164,1912,122.21,0.0295
7711.36,17748,1227,93.09,0.0328
1520.92,2959,147,148.57,0.022
15467.57,32458,1193,110.88,0.0442
8621.84,21942,1655,172.14,0.011
16532.51,35181,1416,145.27,0.0337
17081.79,39312,1876,146.37,0.03
4633.88,8515,351,66.92,0.0311
13318.39,29839,1478,197.32,0.0314
9709.5,28456,1222,173.08,0.0287
17663.06,46006,615,164.13,0.0353
4706.94,11140,799,86.14,0.0318
13717.36,46174,1898,121.06,0.0421
12351.17,46116,2362,53.31,0.0369
6258.38,21228,419,121.54,0.0199
3163.72,7371,75,54.8,0.0293
13206.98,44390,1206,124.02,0.0464
14902.65,28016,1662,140.28,0.0468
6654.73,12150,206,96.33,0.0332
13074.24,30908,2276,114.75,0.0345
8205.05,28876,723,178.86,0.0289
14407.53,30484,741,48.46,0.0445
4384.7,7270,165,164.59,0.0163
17859.19,32669,359,59.03,0.0402
6104.49,22262,1425,36.24,0.036
7671.83,23663,1686,61.55,0.0322
1632.79,3483,185,160.06,0.0169
2674.49,7725,179,98.87,0.0126
10559.31,29766,892,178.33,0.0289
5718.06,17947,777,119.2,0.0145
16791.86,34977,2686,33.78,0.0572
786.52,2879,79,151.84,0.0186
7892.33,17943,1098,48.74,0.0356
7078.24,22900,933,164.19,0.027
876.89,1351,42,58.58,0.0206
2925.18,7113,298,88.73,0.0259
8566.03,20381,305,159.42,0.0309
10110.86,28904,1905,192.22,0.0105
8383.65,14100,381,93.14,0.031
10853.28,37719,2293,171.0,0.0291
12105.07,24748,366,62.43,0.0409
693.51,2214,170,167.22,0.0216
9549.86,33501,788,141.77,0.0245
19288.24,56026,4022,62.77,0.0495
10621.13,35604,2373,81.43,0.0282
13712.07,43257,3363,52.4,0.0529
6581.35,15722,683,95.1,0.0291
15592.83,54920,3346,64.62,0.0447
15571.97,34831,1252,139.48,0.0391
10665.27,31228,715,199.07,0.0293
19532.27,65697,2695,32.04,0.0578
2948.23,7215,156,121.96,0.0355
830.48,1874,148,127.52,0.0208
15518.09,41098,688,185.42,0.0324
16239.53,57568,2950,116.02,0.04
2844.04,10878,586,122.43,0.0201
5678.87,16257,775,110.18,0.02
842.27,2656,150,75.71,0.0239
6219.52,23374,424,39.52,0.0393
15576.27,27202,1329,99.47,0.0404
10600.23,22051,664,38.94,0.038
7287.86,23848,1808,123.58,0.0362
7748.92,27581,1747,82.24,0.0263
526.4,1917,150,120.71,0.0084
6346.11,16105,203,52.83,0.0285
13105.95,22586,677,188.55,0.0231
19496.79,50584,1198,182.07,0.043
17017.69,35343,381,62.3,0.0475
960.1,2139,58,88.39,0.0215
18021.93,61827,3556,134.29,0.0494
15772.37,26637,697,46.27,0.0456
15717.33,56094,2560,90.28,0.0484
9430.92,24230,1748,72.69,0.0444
8261.1,24702,1447,185.64,0.0215
6406.86,11046,416,174.93,0.0258
1781.05,4174,151,128.57,0.0186
4950.59,8536,358,118.46,0.0302
5308.77,20725,464,188.22,0.0113
9939.5,34969,1902,188.51,0.0178
15075.17,39935,1417,194.79,0.0312
9739.29,20053,1397,51.31,0.035
1627.97,6241,393,57.29,0.0241
19176.9,45286,2388,145.05,0.0432
18883.12,35924,1275,122.04,0.0497
15811.2,45978,1135,33.14,0.0484
19830.89,76536,4924,40.54,0.0516
11117.41,16783,739,180.97,0.0268
19273.98,40385,1039,177.71,0.0373
1974.3,7593,180,90.74,0.0192
7630.77,14710,317,181.48,0.0152
4894.93,8728,562,130.92,0.0246
4318.75,12634,329,167.0,0.0169
3245.66,11862,556,102.66,0.0294
12637.07,34029,1416,49.28,0.0368
15735.78,62729,3172,103.73,0.0405
11776.82,37661,2689,107.74,0.046
3365.77,5672,401,123.66,0.018
16316.91,64975,2701,47.95,0.0485
12901.12,32507,360,198.54,0.0234
8069.23,17902,713,71.5,0.0282
13645.54,39500,2071,63.75,0.0518
5568.15,12588,617,119.56,0.0273
7231.25,12410,690,121.33,0.0294
18390.97,27652,575,104.77,0.0386
6164.84,16176,894,161.22,0.0249
9664.77,34717,791,117.83,0.0385
17857.75,52337,3273,133.65,0.0492
14300.57,57174,1929,153.04,0.0395
1712.96,3798,227,34.25,0.0235
3372.41,7423,99,127.01,0.0239
652.91,1240,48,180.31,0.0163
12802.97,24456,1452,32.96,0.0369
9229.63,20425,529,98.88,0.0283
3118.36,10858,713,187.46,0.0204
19179.72,72200,3910,90.04,0.0541
10828.36,42639,2180,107.98,0.0277
5216.92,10855,377,196.86,0.0221
10261.77,38002,1663,63.89,0.0395
13752.6,31915,1654,41.09,0.0504
1986.66,3540,152,176.1,0.0122
5856.72,21524,1267,177.64,0.0242
16235.83,50173,2025,110.25,0.0475
9463.46,18093,437,117.42,0.0307
11158.25,28728,717,172.09,0.0296
8939.91,19830,206,155.56,0.0246
1356.05,4532,141,75.08,0.0328
3732.12,9829,614,32.87,0.0317
9188.06,36506,2394,111.55,0.028
4579.12,7495,181,176.02,0.0157
1474.59,3521,272,182.29,0.0146
16951.17,45849,2071,192.56,0.0399
19633.25,54145,4017,179.53,0.0348
15966.29,36560,2174,128.61,0.0503
17148.81,56987,3452,105.58,0.0467
5218.55,19240,307,161.72,0.024
19232.23,73982,1879,155.77,0.0428
4340.05,15245,162,121.48,0.0245
19052.88,69094,4155,44.85,0.0534
19898.98,57237,1952,187.43,0.0462
14378.59,51256,3335,107.45,0.0408
19632.3,44345,1496,91.77,0.0541
11606.03,28971,1951,137.03,0.0315
5561.06,12748,244,144.55,0.0249
9021.42,24073,533,65.82,0.0329
12074.44,26732,905,172.28,0.037
1925.09,7516,290,79.29,0.0208
12635.69,28836,992,61.74,0.0412
19632.97,34262,2174,99.09,0.048
4207.1,11852,199,154.2,0.0191
15955.6,26211,907,194.13,0.0381
18204.03,32337,2219,167.58,0.039
18902.18,38721,568,189.86,0.0463
19222.64,51149,3885,53.9,0.0494
10668.46,27558,2178,42.1,0.0426
19557.5,68436,1109,124.81,0.043
15267.55,51126,1554,79.35,0.0471
3652.59,9372,338,170.77,0.0183
9799.55,22875,1472,144.24,0.0295
14507.46,33239,1719,195.02,0.0382
5323.14,18285,1008,73.31,0.0274
12992.0,21179,1335,112.58,0.0412
13498.71,20681,378,115.21,0.0349
3672.65,12813,875,70.66,0.029
11519.16,31020,1842,130.32,0.0283
15546.72,28407,1432,105.36,0.0395
10228.47,21366,1544,105.94,0.0343
736.01,2820,166,91.67,0.031
676.25,2467,60,32.88,0.0282
7462.07,24434,979,118.76,0.0376
18560.78,50217,2239,86.99,0.0502
4959.2,13890,193,30.22,0.0325
12870.09,50684,3894,82.35,0.0488
4830.48,18909,359,77.37,0.0317
6772.56,13804,812,96.89,0.0273
17036.82,60102,2731,52.41,0.0527
14712.8,29324,346,116.31,0.039
2360.29,4800,359,147.71,0.0088
8859.69,28264,1968,137.13,0.0343
1068.81,2685,125,166.64,0.0204
9877.36,37819,984,106.84,0.0433
13417.46,23112,428,118.25,0.0404
2810.8,7811,277,167.77,0.0162
6133.26,23284,649,102.71,0.0331
8257.81,31052,1412,149.27,0.0317
18430.85,34859,2707,103.88,0.0554
19868.47,48014,2413,101.02,0.0495
1375.77,4193,303,159.23,0.0153
15339.65,29122,1618,59.72,0.0435
7748.62,30375,1314,87.56,0.0356
8152.93,30874,2156,68.11,0.0277
15208.17,29160,1254,91.05,0.0476
18409.32,33190,2350,69.16,0.0536
19043.11,32631,992,128.5,0.0486
11753.89,44355,843,165.69,0.0318
7463.86,14809,1035,163.72,0.0325
15857.21,40289,2060,91.97,0.0489
5394.53,14145,1022,198.09,0.0152
11499.44,34470,2608,130.96,0.0312
7492.28,12582,173,97.9,0.0271
13304.31,27499,1239,172.04,0.0355
5187.78,19863,720,154.08,0.0174
4236.06,15974,860,157.38,0.026
18405.66,63559,4166,63.34,0.0579
2485.17,3848,114,109.62,0.0184
10366.18,24024,1177,176.51,0.027
4806.63,14756,880,115.69,0.0257
1259.13,2755,53,146.19,0.0217
1202.37,4538,304,129.95,0.0269
3916.82,12082,633,173.2,0.0101
17402.02,29231,2235,78.38,0.0467
6008.34,22667,765,127.83,0.0249
19033.95,74126,1302,50.95,0.0465
11841.63,20063,912,147.34,0.0306
9013.98,25518,408,154.43,0.0302
11811.73,26676,2077,37.28,0.0426
10575.62,26250,334,144.88,0.0237
15296.14,29814,1871,100.5,0.0573
6008.67,17697,827,51.1,0.0352
7384.48,28762,1030,101.38,0.0315
17934.84,49459,723,63.02,0.0451
18955.9,32363,1733,100.65,0.0497
17904.89,54610,2783,95.34,0.0465
8679.24,20401,605,155.53,0.018
15717.13,57207,4217,161.62,0.0321
9788.55,25320,792,133.19,0.0353
10202.03,20221,839,33.86,0.0516
4491.26,8883,427,188.27,0.0197
12027.04,41155,700,146.66,0.0389
4129.65,8936,672,35.81,0.0318
6965.51,23809,862,169.2,0.0231
17173.09,34599,542,64.05,0.0548
4537.98,10456,388,128.47,0.0323
1887.59,5028,262,109.33,0.0284
